id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
3002853,yizhuang_aq,2018-05-17 08:00:00,20.0,24.0,20.0,0.6,89.0,2.0
3002854,tongzhou_aq,2018-05-17 08:00:00,19.0,37.0,26.0,0.5,66.0,2.0
3002855,shunyi_aq,2018-05-17 08:00:00,18.0,28.0,3.0,0.6,92.0,4.0
3002856,pingchang_aq,2018-05-17 08:00:00,10.0,15.0,10.0,0.3,80.0,4.0
3002857,mentougou_aq,2018-05-17 08:00:00,13.0,38.0,12.0,0.4,103.0,2.0
3002858,pinggu_aq,2018-05-17 08:00:00,18.0,33.0,12.0,0.4,103.0,3.0
3002859,huairou_aq,2018-05-17 08:00:00,11.0,20.0,5.0,0.3,84.0,2.0
3002860,miyun_aq,2018-05-17 08:00:00,9.0,11.0,8.0,0.4,97.0,2.0
3002861,yanqin_aq,2018-05-17 08:00:00,16.0,48.0,6.0,0.4,95.0,2.0
3002862,dingling_aq,2018-05-17 08:00:00,6.0,12.0,9.0,0.2,78.0,4.0
3002863,badaling_aq,2018-05-17 08:00:00,18.0,,2.0,0.1,90.0,2.0
3002864,miyunshuiku_aq,2018-05-17 08:00:00,11.0,22.0,6.0,0.3,105.0,2.0
3002865,donggaocun_aq,2018-05-17 08:00:00,13.0,24.0,8.0,0.3,78.0,2.0
3002866,yongledian_aq,2018-05-17 08:00:00,15.0,40.0,17.0,0.5,83.0,2.0
3002867,yufa_aq,2018-05-17 08:00:00,22.0,,19.0,0.6,78.0,2.0
3002868,liulihe_aq,2018-05-17 08:00:00,21.0,44.0,20.0,0.5,84.0,2.0
3002869,qianmen_aq,2018-05-17 08:00:00,6.0,28.0,40.0,0.4,73.0,2.0
3002870,yongdingmennei_aq,2018-05-17 08:00:00,3.0,38.0,32.0,0.4,65.0,5.0
3002871,xizhimenbei_aq,2018-05-17 08:00:00,21.0,34.0,37.0,0.4,62.0,2.0
3002872,nansanhuan_aq,2018-05-17 08:00:00,,41.0,50.0,0.6,58.0,2.0
3002873,dongsihuan_aq,2018-05-17 08:00:00,11.0,34.0,25.0,0.4,74.0,2.0
3002895,dongsi_aq,2018-05-17 09:00:00,18.0,28.0,16.0,0.5,103.0,2.0
3002896,tiantan_aq,2018-05-17 09:00:00,21.0,32.0,28.0,0.5,77.0,2.0
3002897,guanyuan_aq,2018-05-17 09:00:00,20.0,,19.0,0.4,98.0,2.0
3002898,wanshouxigong_aq,2018-05-17 09:00:00,15.0,31.0,19.0,0.6,89.0,2.0
3002899,aotizhongxin_aq,2018-05-17 09:00:00,23.0,40.0,11.0,0.3,103.0,4.0
3002900,nongzhanguan_aq,2018-05-17 09:00:00,20.0,23.0,,0.4,,2.0
3002901,wanliu_aq,2018-05-17 09:00:00,12.0,,14.0,0.9,99.0,2.0
3002902,beibuxinqu_aq,2018-05-17 09:00:00,,,,,,
3002903,zhiwuyuan_aq,2018-05-17 09:00:00,,,,,,
3002904,fengtaihuayuan_aq,2018-05-17 09:00:00,19.0,27.0,20.0,0.5,96.0,2.0
3002905,yungang_aq,2018-05-17 09:00:00,3.0,75.0,12.0,0.4,80.0,2.0
3002906,gucheng_aq,2018-05-17 09:00:00,18.0,25.0,14.0,,,2.0
3002907,fangshan_aq,2018-05-17 09:00:00,10.0,31.0,20.0,0.4,104.0,2.0
3002908,daxing_aq,2018-05-17 09:00:00,15.0,35.0,25.0,0.6,88.0,2.0
3002909,yizhuang_aq,2018-05-17 09:00:00,19.0,32.0,18.0,0.6,95.0,2.0
3002910,tongzhou_aq,2018-05-17 09:00:00,20.0,37.0,23.0,0.5,77.0,2.0
3002911,shunyi_aq,2018-05-17 09:00:00,18.0,27.0,2.0,0.6,103.0,4.0
3002912,pingchang_aq,2018-05-17 09:00:00,10.0,21.0,9.0,0.3,95.0,4.0
3002913,mentougou_aq,2018-05-17 09:00:00,18.0,20.0,11.0,0.4,111.0,2.0
3002914,pinggu_aq,2018-05-17 09:00:00,17.0,22.0,11.0,0.4,109.0,4.0
3002915,huairou_aq,2018-05-17 09:00:00,11.0,29.0,5.0,0.3,96.0,2.0
3002916,miyun_aq,2018-05-17 09:00:00,14.0,15.0,8.0,0.4,107.0,2.0
3002917,yanqin_aq,2018-05-17 09:00:00,14.0,42.0,8.0,0.3,98.0,2.0
3002918,dingling_aq,2018-05-17 09:00:00,7.0,14.0,10.0,0.2,88.0,4.0
3002919,badaling_aq,2018-05-17 09:00:00,13.0,18.0,2.0,0.2,94.0,2.0
3002920,miyunshuiku_aq,2018-05-17 09:00:00,15.0,20.0,6.0,0.3,115.0,2.0
3002921,donggaocun_aq,2018-05-17 09:00:00,23.0,29.0,8.0,0.3,84.0,2.0
3002922,yongledian_aq,2018-05-17 09:00:00,9.0,47.0,24.0,0.5,72.0,2.0
3002923,yufa_aq,2018-05-17 09:00:00,16.0,25.0,16.0,0.5,79.0,2.0
3002924,liulihe_aq,2018-05-17 09:00:00,28.0,45.0,16.0,0.5,106.0,2.0
3002925,qianmen_aq,2018-05-17 09:00:00,21.0,30.0,37.0,0.4,82.0,2.0
3002926,yongdingmennei_aq,2018-05-17 09:00:00,3.0,31.0,19.0,0.4,77.0,5.0
3002927,xizhimenbei_aq,2018-05-17 09:00:00,22.0,37.0,38.0,0.3,70.0,2.0
3002928,nansanhuan_aq,2018-05-17 09:00:00,8.0,43.0,64.0,0.6,54.0,2.0
3002929,dongsihuan_aq,2018-05-17 09:00:00,9.0,29.0,29.0,0.4,72.0,2.0
3002951,dongsi_aq,2018-05-17 10:00:00,21.0,40.0,17.0,0.6,105.0,2.0
3002952,tiantan_aq,2018-05-17 10:00:00,20.0,30.0,30.0,0.5,76.0,2.0
3002953,guanyuan_aq,2018-05-17 10:00:00,25.0,34.0,24.0,0.5,95.0,2.0
3002954,wanshouxigong_aq,2018-05-17 10:00:00,16.0,46.0,21.0,0.6,85.0,2.0
3002955,aotizhongxin_aq,2018-05-17 10:00:00,22.0,34.0,13.0,0.3,102.0,3.0
3002956,nongzhanguan_aq,2018-05-17 10:00:00,20.0,44.0,18.0,0.5,73.0,2.0
3002957,wanliu_aq,2018-05-17 10:00:00,26.0,43.0,22.0,0.9,85.0,2.0
3002958,beibuxinqu_aq,2018-05-17 10:00:00,,,,,,
3002959,zhiwuyuan_aq,2018-05-17 10:00:00,,,,,,
3002960,fengtaihuayuan_aq,2018-05-17 10:00:00,9.0,32.0,21.0,0.5,98.0,2.0
3002961,yungang_aq,2018-05-17 10:00:00,3.0,36.0,12.0,0.4,81.0,2.0
3002962,gucheng_aq,2018-05-17 10:00:00,20.0,33.0,19.0,0.3,82.0,2.0
3002963,fangshan_aq,2018-05-17 10:00:00,14.0,40.0,23.0,0.4,106.0,2.0
3002964,daxing_aq,2018-05-17 10:00:00,14.0,38.0,25.0,0.6,93.0,2.0
3002965,yizhuang_aq,2018-05-17 10:00:00,19.0,37.0,23.0,0.7,93.0,2.0
3002966,tongzhou_aq,2018-05-17 10:00:00,20.0,41.0,27.0,0.5,74.0,2.0
3002967,shunyi_aq,2018-05-17 10:00:00,15.0,31.0,3.0,0.6,102.0,3.0
3002968,pingchang_aq,2018-05-17 10:00:00,10.0,38.0,11.0,0.4,95.0,4.0
3002969,mentougou_aq,2018-05-17 10:00:00,21.0,24.0,19.0,0.5,108.0,2.0
3002970,pinggu_aq,2018-05-17 10:00:00,19.0,33.0,14.0,0.4,111.0,4.0
3002971,huairou_aq,2018-05-17 10:00:00,,,,,,
3002972,miyun_aq,2018-05-17 10:00:00,13.0,19.0,10.0,0.4,112.0,2.0
3002973,yanqin_aq,2018-05-17 10:00:00,10.0,38.0,6.0,0.4,97.0,2.0
3002974,dingling_aq,2018-05-17 10:00:00,12.0,29.0,12.0,0.3,85.0,4.0
3002975,badaling_aq,2018-05-17 10:00:00,12.0,20.0,2.0,0.2,95.0,2.0
3002976,miyunshuiku_aq,2018-05-17 10:00:00,14.0,19.0,7.0,0.3,121.0,2.0
3002977,donggaocun_aq,2018-05-17 10:00:00,17.0,35.0,9.0,0.3,72.0,2.0
3002978,yongledian_aq,2018-05-17 10:00:00,28.0,42.0,26.0,0.5,70.0,2.0
3002979,yufa_aq,2018-05-17 10:00:00,12.0,55.0,19.0,0.5,72.0,2.0
3002980,liulihe_aq,2018-05-17 10:00:00,30.0,52.0,17.0,0.6,104.0,2.0
3002981,qianmen_aq,2018-05-17 10:00:00,29.0,36.0,43.0,0.4,83.0,2.0
3002982,yongdingmennei_aq,2018-05-17 10:00:00,3.0,40.0,35.0,0.4,69.0,4.0
3002983,xizhimenbei_aq,2018-05-17 10:00:00,20.0,42.0,49.0,0.4,64.0,2.0
3002984,nansanhuan_aq,2018-05-17 10:00:00,9.0,53.0,69.0,0.7,46.0,2.0
3002985,dongsihuan_aq,2018-05-17 10:00:00,9.0,41.0,51.0,0.6,56.0,2.0
3003007,dongsi_aq,2018-05-17 11:00:00,23.0,42.0,24.0,0.6,99.0,2.0
3003008,tiantan_aq,2018-05-17 11:00:00,13.0,41.0,20.0,0.5,76.0,2.0
3003009,guanyuan_aq,2018-05-17 11:00:00,25.0,49.0,31.0,0.6,83.0,2.0
3003010,wanshouxigong_aq,2018-05-17 11:00:00,24.0,96.0,23.0,0.7,69.0,2.0
3003011,aotizhongxin_aq,2018-05-17 11:00:00,22.0,25.0,22.0,0.4,93.0,2.0
3003012,nongzhanguan_aq,2018-05-17 11:00:00,23.0,46.0,24.0,0.5,71.0,2.0
3003013,wanliu_aq,2018-05-17 11:00:00,16.0,35.0,34.0,1.0,64.0,2.0
3003014,beibuxinqu_aq,2018-05-17 11:00:00,,,,,,
3003015,zhiwuyuan_aq,2018-05-17 11:00:00,,,,,,
3003016,fengtaihuayuan_aq,2018-05-17 11:00:00,19.0,36.0,28.0,0.6,89.0,2.0
3003017,yungang_aq,2018-05-17 11:00:00,3.0,30.0,13.0,0.4,84.0,2.0
3003018,gucheng_aq,2018-05-17 11:00:00,25.0,28.0,26.0,0.5,76.0,2.0
3003019,fangshan_aq,2018-05-17 11:00:00,15.0,47.0,26.0,0.5,103.0,2.0
3003020,daxing_aq,2018-05-17 11:00:00,15.0,43.0,24.0,0.6,88.0,2.0
3003021,yizhuang_aq,2018-05-17 11:00:00,20.0,44.0,23.0,0.7,83.0,2.0
3003022,tongzhou_aq,2018-05-17 11:00:00,20.0,47.0,38.0,0.5,59.0,2.0
3003023,shunyi_aq,2018-05-17 11:00:00,15.0,26.0,6.0,0.6,97.0,3.0
3003024,pingchang_aq,2018-05-17 11:00:00,19.0,32.0,15.0,0.4,88.0,4.0
3003025,mentougou_aq,2018-05-17 11:00:00,15.0,32.0,36.0,0.5,91.0,2.0
3003026,pinggu_aq,2018-05-17 11:00:00,17.0,33.0,20.0,0.4,101.0,4.0
3003027,huairou_aq,2018-05-17 11:00:00,15.0,32.0,7.0,0.3,89.0,2.0
3003028,miyun_aq,2018-05-17 11:00:00,12.0,19.0,12.0,0.4,111.0,2.0
3003029,yanqin_aq,2018-05-17 11:00:00,15.0,32.0,8.0,0.4,95.0,2.0
3003030,dingling_aq,2018-05-17 11:00:00,18.0,40.0,22.0,0.3,71.0,5.0
3003031,badaling_aq,2018-05-17 11:00:00,15.0,26.0,5.0,0.2,87.0,2.0
3003032,miyunshuiku_aq,2018-05-17 11:00:00,9.0,28.0,8.0,0.3,116.0,2.0
3003033,donggaocun_aq,2018-05-17 11:00:00,18.0,25.0,8.0,0.3,49.0,2.0
3003034,yongledian_aq,2018-05-17 11:00:00,19.0,48.0,31.0,0.6,66.0,2.0
3003035,yufa_aq,2018-05-17 11:00:00,30.0,109.0,16.0,0.5,60.0,2.0
3003036,liulihe_aq,2018-05-17 11:00:00,28.0,58.0,16.0,0.6,90.0,2.0
3003037,qianmen_aq,2018-05-17 11:00:00,22.0,29.0,44.0,0.4,86.0,2.0
3003038,yongdingmennei_aq,2018-05-17 11:00:00,3.0,41.0,38.0,0.5,65.0,3.0
3003039,xizhimenbei_aq,2018-05-17 11:00:00,25.0,48.0,62.0,0.5,56.0,2.0
3003040,nansanhuan_aq,2018-05-17 11:00:00,12.0,57.0,76.0,0.8,40.0,2.0
3003041,dongsihuan_aq,2018-05-17 11:00:00,10.0,53.0,82.0,0.9,27.0,3.0
3003063,dongsi_aq,2018-05-17 12:00:00,31.0,55.0,31.0,0.7,85.0,2.0
3003064,tiantan_aq,2018-05-17 12:00:00,18.0,41.0,20.0,0.5,61.0,2.0
3003065,guanyuan_aq,2018-05-17 12:00:00,24.0,48.0,35.0,0.6,68.0,2.0
3003066,wanshouxigong_aq,2018-05-17 12:00:00,21.0,55.0,32.0,0.7,52.0,2.0
3003067,aotizhongxin_aq,2018-05-17 12:00:00,22.0,42.0,29.0,0.4,83.0,3.0
3003068,nongzhanguan_aq,2018-05-17 12:00:00,23.0,43.0,28.0,0.5,67.0,2.0
3003069,wanliu_aq,2018-05-17 12:00:00,25.0,40.0,42.0,1.0,52.0,2.0
3003070,beibuxinqu_aq,2018-05-17 12:00:00,,,,,,
3003071,zhiwuyuan_aq,2018-05-17 12:00:00,,,,,,
3003072,fengtaihuayuan_aq,2018-05-17 12:00:00,21.0,39.0,44.0,0.6,74.0,2.0
3003073,yungang_aq,2018-05-17 12:00:00,3.0,37.0,24.0,0.5,64.0,2.0
3003074,gucheng_aq,2018-05-17 12:00:00,28.0,44.0,41.0,0.5,62.0,2.0
3003075,fangshan_aq,2018-05-17 12:00:00,20.0,64.0,40.0,0.6,86.0,2.0
3003076,daxing_aq,2018-05-17 12:00:00,17.0,57.0,41.0,0.7,65.0,2.0
3003077,yizhuang_aq,2018-05-17 12:00:00,20.0,31.0,33.0,0.7,73.0,2.0
3003078,tongzhou_aq,2018-05-17 12:00:00,25.0,51.0,41.0,0.6,53.0,2.0
3003079,shunyi_aq,2018-05-17 12:00:00,14.0,24.0,7.0,0.6,95.0,3.0
3003080,pingchang_aq,2018-05-17 12:00:00,12.0,46.0,18.0,0.4,69.0,4.0
3003081,mentougou_aq,2018-05-17 12:00:00,21.0,57.0,43.0,0.6,77.0,2.0
3003082,pinggu_aq,2018-05-17 12:00:00,24.0,44.0,26.0,0.5,82.0,2.0
3003083,huairou_aq,2018-05-17 12:00:00,14.0,40.0,10.0,0.4,75.0,2.0
3003084,miyun_aq,2018-05-17 12:00:00,16.0,33.0,35.0,0.5,81.0,2.0
3003085,yanqin_aq,2018-05-17 12:00:00,22.0,42.0,11.0,0.4,82.0,2.0
3003086,dingling_aq,2018-05-17 12:00:00,9.0,47.0,17.0,0.3,46.0,4.0
3003087,badaling_aq,2018-05-17 12:00:00,19.0,28.0,57.0,0.3,42.0,2.0
3003088,miyunshuiku_aq,2018-05-17 12:00:00,13.0,33.0,8.0,0.3,101.0,2.0
3003089,donggaocun_aq,2018-05-17 12:00:00,25.0,,8.0,0.3,57.0,2.0
3003090,yongledian_aq,2018-05-17 12:00:00,33.0,63.0,30.0,0.6,44.0,2.0
3003091,yufa_aq,2018-05-17 12:00:00,24.0,92.0,23.0,0.5,35.0,2.0
3003092,liulihe_aq,2018-05-17 12:00:00,26.0,64.0,22.0,0.6,69.0,2.0
3003093,qianmen_aq,2018-05-17 12:00:00,34.0,48.0,60.0,0.5,70.0,2.0
3003094,yongdingmennei_aq,2018-05-17 12:00:00,3.0,62.0,79.0,0.6,17.0,4.0
3003095,xizhimenbei_aq,2018-05-17 12:00:00,31.0,56.0,50.0,0.5,58.0,2.0
3003096,nansanhuan_aq,2018-05-17 12:00:00,13.0,58.0,64.0,0.7,41.0,2.0
3003097,dongsihuan_aq,2018-05-17 12:00:00,13.0,66.0,95.0,1.0,15.0,3.0
3003119,dongsi_aq,2018-05-17 13:00:00,28.0,62.0,46.0,0.7,63.0,2.0
3003120,tiantan_aq,2018-05-17 13:00:00,15.0,63.0,22.0,0.6,31.0,2.0
3003121,guanyuan_aq,2018-05-17 13:00:00,24.0,54.0,40.0,0.8,56.0,2.0
3003122,wanshouxigong_aq,2018-05-17 13:00:00,24.0,34.0,39.0,0.8,42.0,2.0
3003123,aotizhongxin_aq,2018-05-17 13:00:00,24.0,48.0,44.0,0.5,55.0,3.0
3003124,nongzhanguan_aq,2018-05-17 13:00:00,23.0,46.0,40.0,0.5,54.0,2.0
3003125,wanliu_aq,2018-05-17 13:00:00,23.0,64.0,41.0,1.0,39.0,2.0
3003126,beibuxinqu_aq,2018-05-17 13:00:00,,,,,,
3003127,zhiwuyuan_aq,2018-05-17 13:00:00,,,,,,
3003128,fengtaihuayuan_aq,2018-05-17 13:00:00,23.0,53.0,53.0,0.6,57.0,2.0
3003129,yungang_aq,2018-05-17 13:00:00,3.0,50.0,39.0,0.5,51.0,2.0
3003130,gucheng_aq,2018-05-17 13:00:00,23.0,43.0,38.0,0.5,64.0,2.0
3003131,fangshan_aq,2018-05-17 13:00:00,18.0,74.0,58.0,0.6,59.0,2.0
3003132,daxing_aq,2018-05-17 13:00:00,20.0,74.0,57.0,0.7,40.0,2.0
3003133,yizhuang_aq,2018-05-17 13:00:00,25.0,44.0,43.0,0.7,57.0,2.0
3003134,tongzhou_aq,2018-05-17 13:00:00,24.0,52.0,49.0,0.6,45.0,2.0
3003135,shunyi_aq,2018-05-17 13:00:00,23.0,30.0,21.0,0.7,77.0,3.0
3003136,pingchang_aq,2018-05-17 13:00:00,21.0,64.0,25.0,0.5,50.0,4.0
3003137,mentougou_aq,2018-05-17 13:00:00,21.0,56.0,37.0,0.5,54.0,2.0
3003138,pinggu_aq,2018-05-17 13:00:00,25.0,45.0,29.0,0.5,61.0,2.0
3003139,huairou_aq,2018-05-17 13:00:00,18.0,69.0,10.0,0.4,58.0,2.0
3003140,miyun_aq,2018-05-17 13:00:00,22.0,61.0,48.0,0.6,40.0,2.0
3003141,yanqin_aq,2018-05-17 13:00:00,21.0,48.0,17.0,0.4,66.0,2.0
3003142,dingling_aq,2018-05-17 13:00:00,16.0,35.0,17.0,0.3,35.0,4.0
3003143,badaling_aq,2018-05-17 13:00:00,27.0,64.0,49.0,0.2,36.0,2.0
3003144,miyunshuiku_aq,2018-05-17 13:00:00,12.0,40.0,9.0,0.3,60.0,2.0
3003145,donggaocun_aq,2018-05-17 13:00:00,18.0,26.0,8.0,0.2,55.0,2.0
3003146,yongledian_aq,2018-05-17 13:00:00,21.0,51.0,36.0,0.6,28.0,2.0
3003147,yufa_aq,2018-05-17 13:00:00,25.0,46.0,32.0,0.5,31.0,2.0
3003148,liulihe_aq,2018-05-17 13:00:00,37.0,71.0,39.0,0.6,35.0,2.0
3003149,qianmen_aq,2018-05-17 13:00:00,28.0,46.0,62.0,0.5,69.0,2.0
3003150,yongdingmennei_aq,2018-05-17 13:00:00,3.0,62.0,73.0,0.7,20.0,2.0
3003151,xizhimenbei_aq,2018-05-17 13:00:00,22.0,49.0,44.0,0.5,64.0,2.0
3003152,nansanhuan_aq,2018-05-17 13:00:00,15.0,59.0,74.0,0.7,33.0,2.0
3003153,dongsihuan_aq,2018-05-17 13:00:00,14.0,68.0,86.0,0.8,14.0,3.0
3003175,dongsi_aq,2018-05-17 14:00:00,33.0,66.0,44.0,0.8,63.0,2.0
3003176,tiantan_aq,2018-05-17 14:00:00,20.0,,38.0,0.6,39.0,2.0
3003177,guanyuan_aq,2018-05-17 14:00:00,28.0,,52.0,0.8,48.0,2.0
3003178,wanshouxigong_aq,2018-05-17 14:00:00,26.0,27.0,42.0,0.8,39.0,2.0
3003179,aotizhongxin_aq,2018-05-17 14:00:00,28.0,53.0,49.0,0.5,47.0,3.0
3003180,nongzhanguan_aq,2018-05-17 14:00:00,25.0,52.0,43.0,0.6,46.0,2.0
3003181,wanliu_aq,2018-05-17 14:00:00,24.0,55.0,39.0,1.0,33.0,2.0
3003182,beibuxinqu_aq,2018-05-17 14:00:00,,,,,,
3003183,zhiwuyuan_aq,2018-05-17 14:00:00,,,,,,
3003184,fengtaihuayuan_aq,2018-05-17 14:00:00,25.0,66.0,68.0,0.7,39.0,2.0
3003185,yungang_aq,2018-05-17 14:00:00,3.0,54.0,32.0,0.5,48.0,2.0
3003186,gucheng_aq,2018-05-17 14:00:00,28.0,59.0,50.0,0.6,44.0,2.0
3003187,fangshan_aq,2018-05-17 14:00:00,23.0,84.0,62.0,0.6,44.0,2.0
3003188,daxing_aq,2018-05-17 14:00:00,19.0,89.0,73.0,0.7,25.0,2.0
3003189,yizhuang_aq,2018-05-17 14:00:00,26.0,46.0,62.0,0.8,37.0,2.0
3003190,tongzhou_aq,2018-05-17 14:00:00,19.0,52.0,44.0,0.5,51.0,2.0
3003191,shunyi_aq,2018-05-17 14:00:00,28.0,55.0,46.0,0.7,42.0,3.0
3003192,pingchang_aq,2018-05-17 14:00:00,20.0,33.0,17.0,0.4,53.0,4.0
3003193,mentougou_aq,2018-05-17 14:00:00,24.0,54.0,38.0,0.5,51.0,2.0
3003194,pinggu_aq,2018-05-17 14:00:00,26.0,39.0,39.0,0.7,40.0,2.0
3003195,huairou_aq,2018-05-17 14:00:00,18.0,48.0,6.0,0.4,51.0,2.0
3003196,miyun_aq,2018-05-17 14:00:00,22.0,42.0,49.0,0.5,32.0,2.0
3003197,yanqin_aq,2018-05-17 14:00:00,30.0,40.0,22.0,0.4,74.0,2.0
3003198,dingling_aq,2018-05-17 14:00:00,12.0,26.0,18.0,0.3,48.0,4.0
3003199,badaling_aq,2018-05-17 14:00:00,24.0,30.0,47.0,0.3,44.0,2.0
3003200,miyunshuiku_aq,2018-05-17 14:00:00,11.0,24.0,7.0,0.3,63.0,2.0
3003201,donggaocun_aq,2018-05-17 14:00:00,16.0,22.0,8.0,0.2,55.0,2.0
3003202,yongledian_aq,2018-05-17 14:00:00,16.0,48.0,66.0,0.6,2.0,2.0
3003203,yufa_aq,2018-05-17 14:00:00,26.0,69.0,26.0,0.5,24.0,2.0
3003204,liulihe_aq,2018-05-17 14:00:00,27.0,65.0,33.0,0.6,34.0,2.0
3003205,qianmen_aq,2018-05-17 14:00:00,38.0,64.0,70.0,0.6,52.0,2.0
3003206,yongdingmennei_aq,2018-05-17 14:00:00,3.0,50.0,57.0,0.6,37.0,3.0
3003207,xizhimenbei_aq,2018-05-17 14:00:00,31.0,59.0,73.0,0.6,31.0,2.0
3003208,nansanhuan_aq,2018-05-17 14:00:00,15.0,65.0,71.0,0.7,33.0,2.0
3003209,dongsihuan_aq,2018-05-17 14:00:00,15.0,58.0,74.0,0.7,15.0,2.0
3003231,dongsi_aq,2018-05-17 15:00:00,39.0,54.0,41.0,0.8,64.0,2.0
3003232,tiantan_aq,2018-05-17 15:00:00,19.0,28.0,39.0,0.7,42.0,2.0
3003233,guanyuan_aq,2018-05-17 15:00:00,30.0,39.0,47.0,0.7,46.0,2.0
3003234,wanshouxigong_aq,2018-05-17 15:00:00,24.0,47.0,40.0,0.8,42.0,2.0
3003235,aotizhongxin_aq,2018-05-17 15:00:00,28.0,45.0,48.0,0.5,43.0,3.0
3003236,nongzhanguan_aq,2018-05-17 15:00:00,25.0,36.0,50.0,0.6,45.0,2.0
3003237,wanliu_aq,2018-05-17 15:00:00,17.0,35.0,61.0,1.1,21.0,2.0
3003238,beibuxinqu_aq,2018-05-17 15:00:00,,,,,,
3003239,zhiwuyuan_aq,2018-05-17 15:00:00,,,,,,
3003240,fengtaihuayuan_aq,2018-05-17 15:00:00,35.0,65.0,74.0,0.8,29.0,2.0
3003241,yungang_aq,2018-05-17 15:00:00,5.0,58.0,53.0,0.6,17.0,2.0
3003242,gucheng_aq,2018-05-17 15:00:00,29.0,54.0,57.0,0.6,27.0,2.0
3003243,fangshan_aq,2018-05-17 15:00:00,27.0,92.0,53.0,0.7,42.0,2.0
3003244,daxing_aq,2018-05-17 15:00:00,27.0,108.0,87.0,0.8,11.0,2.0
3003245,yizhuang_aq,2018-05-17 15:00:00,28.0,51.0,78.0,0.8,18.0,2.0
3003246,tongzhou_aq,2018-05-17 15:00:00,27.0,60.0,62.0,0.6,24.0,2.0
3003247,shunyi_aq,2018-05-17 15:00:00,22.0,44.0,36.0,0.7,46.0,3.0
3003248,pingchang_aq,2018-05-17 15:00:00,16.0,59.0,16.0,0.4,55.0,4.0
3003249,mentougou_aq,2018-05-17 15:00:00,27.0,48.0,27.0,0.6,62.0,2.0
3003250,pinggu_aq,2018-05-17 15:00:00,26.0,32.0,38.0,0.5,29.0,2.0
3003251,huairou_aq,2018-05-17 15:00:00,21.0,26.0,5.0,0.4,53.0,2.0
3003252,miyun_aq,2018-05-17 15:00:00,13.0,19.0,20.0,0.5,59.0,2.0
3003253,yanqin_aq,2018-05-17 15:00:00,24.0,40.0,28.0,0.4,53.0,2.0
3003254,dingling_aq,2018-05-17 15:00:00,8.0,28.0,18.0,0.3,48.0,4.0
3003255,badaling_aq,2018-05-17 15:00:00,22.0,35.0,43.0,0.2,45.0,2.0
3003256,miyunshuiku_aq,2018-05-17 15:00:00,11.0,13.0,7.0,0.3,70.0,2.0
3003257,donggaocun_aq,2018-05-17 15:00:00,20.0,22.0,8.0,0.2,52.0,2.0
3003258,yongledian_aq,2018-05-17 15:00:00,22.0,50.0,74.0,0.6,2.0,2.0
3003259,yufa_aq,2018-05-17 15:00:00,33.0,57.0,25.0,0.5,32.0,2.0
3003260,liulihe_aq,2018-05-17 15:00:00,27.0,56.0,43.0,0.6,26.0,2.0
3003261,qianmen_aq,2018-05-17 15:00:00,24.0,45.0,68.0,0.6,46.0,2.0
3003262,yongdingmennei_aq,2018-05-17 15:00:00,3.0,53.0,51.0,0.6,32.0,3.0
3003263,xizhimenbei_aq,2018-05-17 15:00:00,29.0,47.0,65.0,0.5,38.0,2.0
3003264,nansanhuan_aq,2018-05-17 15:00:00,18.0,60.0,79.0,0.8,23.0,2.0
3003265,dongsihuan_aq,2018-05-17 15:00:00,16.0,61.0,100.0,0.8,2.0,3.0
3003307,dongsi_aq,2018-05-17 16:00:00,33.0,59.0,49.0,0.8,49.0,2.0
3003308,tiantan_aq,2018-05-17 16:00:00,28.0,53.0,36.0,0.7,26.0,2.0
3003309,guanyuan_aq,2018-05-17 16:00:00,30.0,70.0,68.0,0.8,15.0,2.0
3003310,wanshouxigong_aq,2018-05-17 16:00:00,25.0,54.0,46.0,0.8,25.0,2.0
3003311,aotizhongxin_aq,2018-05-17 16:00:00,25.0,46.0,62.0,0.5,26.0,2.0
3003312,nongzhanguan_aq,2018-05-17 16:00:00,26.0,63.0,81.0,0.7,11.0,2.0
3003313,wanliu_aq,2018-05-17 16:00:00,21.0,26.0,43.0,1.0,36.0,2.0
3003314,beibuxinqu_aq,2018-05-17 16:00:00,,,,,,
3003315,zhiwuyuan_aq,2018-05-17 16:00:00,,,,,,
3003316,fengtaihuayuan_aq,2018-05-17 16:00:00,33.0,74.0,99.0,0.7,4.0,2.0
3003317,yungang_aq,2018-05-17 16:00:00,6.0,43.0,32.0,0.5,39.0,2.0
3003318,gucheng_aq,2018-05-17 16:00:00,29.0,50.0,53.0,0.6,22.0,2.0
3003319,fangshan_aq,2018-05-17 16:00:00,28.0,92.0,71.0,0.6,13.0,2.0
3003320,daxing_aq,2018-05-17 16:00:00,25.0,113.0,91.0,0.9,2.0,2.0
3003321,yizhuang_aq,2018-05-17 16:00:00,29.0,52.0,66.0,0.8,25.0,2.0
3003322,tongzhou_aq,2018-05-17 16:00:00,33.0,101.0,52.0,0.6,31.0,2.0
3003323,shunyi_aq,2018-05-17 16:00:00,26.0,44.0,46.0,0.7,28.0,3.0
3003324,pingchang_aq,2018-05-17 16:00:00,17.0,55.0,29.0,0.4,42.0,4.0
3003325,mentougou_aq,2018-05-17 16:00:00,29.0,41.0,23.0,0.6,55.0,2.0
3003326,pinggu_aq,2018-05-17 16:00:00,26.0,33.0,33.0,0.5,25.0,2.0
